,선수명: ,등번호: ,생년월일: ,포지션: ,신장/체중: ,경력: ,입단 계약금: ,연봉: ,지명순위: ,입단년도: 
74558,곽주섭,58,1980년 11월 09일,외야수(우투우타),181cm/87kg,경남상고-경성대,,,,
74559,황이갑,59,1981년 05월 22일,내야수(좌투좌타),184cm/92kg,춘천고-연세대,,,,
74560,김종성,25,1985년 10월 03일,외야수(우투우타),182cm/82kg,청주기공고,,,,
74562,성민국,62,1982년 02월 09일,포수(우투우타),173cm/81kg,부산고-중앙대,,,,
74564,서정호,32,1981년 12월 24일,외야수(우투우타),185cm/93kg,개금초-개성중-경남고-한양대-롯데,,,,
74565,박진환,5,1981년 03월 10일,내야수(우투우타),183cm/86kg,양정초-개성중-경남고-동아대,,,00 롯데 2차 5라운드 39순위,
74605,김주형,33,1985년 12월 15일,내야수(우투우타),186cm/108kg,학강초-광주동성중-광주동성고-KIA-상무,,,04 KIA 1차,04KIA
74620,이동현,20,1979년 11월 15일,투수(우투우타),188cm/92kg,봉천초-강남중-청주기공고-단국대-상무-KIA,,,04 KIA 2차 1라운드 6순위,
74630,박근홍,61,1985년 08월 22일,투수(좌투좌타),180cm/90kg,양정초-부산동성중-부산고-KIA-삼성,,,04 KIA 2차 2라운드 14순위,04KIA
74635,주창훈,49,1981년 12월 17일,내야수(좌투좌타),185cm/90kg,광주상고-원광대,,,,
74642,김성호,42,1981년 04월 30일,포수(우투우타),186cm/90kg,광주상고-건국대,,,,
74643,박강우,31,1980년 07월 19일,투수(우언우타),177cm/77kg,광주상고-성균관대,,,,
74644,권희석,69,1985년 05월 13일,내야수(우투우타),190cm/98kg,이평초-여수중-진흥고,,,04 KIA 2차 3라운드 22위,
74647,이상화,41,1980년 09월 15일,투수(우투우타),182cm/84kg,송오초-포항중-경주고-경성대-KIA-상무,,,04 KIA 2차 4라운드 30순위,04KIA
74650,이영수,76,1981년 05월 09일,(우투우타),184cm/90kg,대구수창초-경운중-대구상고-한양대-KIA-상무-KIA,,,00 해태 2차 4라운드 26순위,04KIA
74651,김성계,41,1985년 05월 23일,투수(우투우타),190cm/87kg,서림초-충장중-광주제일고-KIA-상무-KIA,,,04 KIA 2차 5라운드 38순위,04KIA
74653,마뇽,53,1973년 06월 10일,투수(우투우타),185cm/83kg,도미니카 산티아고고,,,,
74704,권영근,13,1981년 11월 16일,내야수(우투우타),177cm/73kg,덕수정보고-건국대,,,,
74720,조문기,20,1981년 04월 12일,포수(우투우타),183cm/86kg,중앙고-고려대,,,,
74723,엔젤,23,1975년 02월 16일,내야수(우투우타),178cm/100kg,도미니카 푸에르토리코고,,,,
74726,조영민,66,1981년 03월 11일,투수(우투우타),175cm/90kg,송정동초-충장중-광주제일고-연세대-한화-SK-LG,,,00 한화 2차 6라운드 48순위,04한화
74728,김창훈,19,1985년 10월 03일,투수(좌언좌타),183cm/82kg,가장초-천안북중-북일고-한화-두산,,,04 한화 1차,04한화
74729,최진행,25,1985년 08월 17일,외야수(우투우타),188cm/100kg,서울동원초-청량중-덕수정보고-(우송대)-한화-경찰,10000만원,16000만원,04 한화 2차 2라운드 10순위,04한화
74731,송창식,31,1985년 03월 25일,투수(우투우타),183cm/104kg,서원초-세광중-세광고,20000만원,16000만원,04 한화 2차 1라운드 2순위,04한화
74745,고동진,80,1980년 04월 01일,(좌투좌타),183cm/85kg,대전중리초-한밭중-대전고-성균관대-한화,,,00 한화 2차 4라운드 32순위,04한화
74746,이창훈,46,1981년 03월 25일,내야수(우투우타),175cm/65kg,북일고-연세대,,,,
74748,정재원,12,1984년 08월 11일,투수(우언우타),187cm/84kg,광주서림초-충장중-안산공고-한화,,,04 한화 2차 4라운드 26순위,04한화
74756,박노민,72,1985년 08월 18일,(우투우타),182cm/95kg,공주중동초-공주중-공주고-(대전대)-한화-상무-한화,,,04 한화 2차 3라운드 18순위,04한화
74761,윤경영,31,1980년 08월 12일,투수(우투우타),187cm/88kg,유천초-한밭중-대전고-동의대-한화-경찰,,,99 LG 2차 7라운드 55순위,
74807,안용휘,7,1981년 09월 28일,내야수(우투양타),178cm/73kg,신일고-고려대,,,,
74817,김종민,42,1981년 06월 30일,투수(좌투좌타),175cm/74kg,성남고-탐라대,,,,
74823,임훈,70,1985년 07월 17일,(좌투좌타),186cm/86kg,수유초-신일중-신일고-SK-롯데-SK-LG,,,04 SK 2차 5라운드 35순위,04SK
74828,카브레라,50,1972년 03월 24일,투수(우투우타),183cm/81kg,도미니카 산티아고고-SK,,,,
74836,최혁길,36,1981년 03월 25일,투수(우투우타),179cm/76kg,강릉고-경남대,,,,
74838,윤희상,66,1985년 05월 17일,투수(우투우타),193cm/90kg,구리초(구리리틀)-구리인창중-선린인터넷고,20000만원,7500만원,04 SK 2차 1라운드 3순위,04SK
74840,박권수,40,1985년 08월 12일,투수(우투우타),180cm/78kg,안산공고,,,,
74846,박정권,83,1981년 07월 21일,(좌투좌타),187cm/96kg,효자초-전주동중-전주고-동국대-SK-상무-SK,,,00 쌍방울 2차 9라운드 65순위,04SK
74849,김원,49,1978년 09월 23일,외야수(우투우타),183cm/93kg,진흥고-원광대,,,,
74857,정우람,57,1985년 06월 01일,투수(좌투좌타),181cm/82kg,하단초-대동중-경남상고-SK,8500만원,80000만원,04 SK 2차 2라운드 11순위,04SK
74858,지훈,19,1986년 02월 22일,투수(우언우타),181cm/75kg,가동초-잠신중-공주고,,,04 SK 2차 3라운드 19순위,
75113,백자룡,13,1986년 10월 16일,내야수(우투우타),185cm/88kg,야탑고,,,,
75125,박병호,52,1986년 07월 10일,내야수(우투우타),185cm/107kg,영일초(광명리틀)-영남중-성남고-LG-상무-LG-넥센,33000만원,200000만원,05 LG 1차,05LG
75131,손상정,52,1982년 04월 07일,투수(우언우타),180cm/70kg,청주석교초-세광중-세광고-원광대-LG,,,,
75138,신재웅,11,1982년 03월 28일,투수(좌투좌타),181cm/85kg,사파초-창원신월중-마산고-동의대-LG-두산-LG,6000만원,11000만원,05 LG 2차 3라운드 19순위,05LG
75143,강병우,64,1986년 12월 26일,외야수(우투좌타),183cm/84kg,화곡초-성남중-성남고-LG-상무,,,05 LG 2차 6라운드 42순위,10넥센
75149,홍성용,88,1986년 11월 18일,(좌투좌타),180cm/85kg,온양온천초-온양중-북일고-LG-경찰-LG-NC-KT,,,05 LG 2차 5라운드 35순위,05LG
75151,정의윤,37,1986년 07월 25일,외야수(우투우타),185cm/90kg,신곡초(부산마린스리틀)-대천중-부산고-LG-상무-LG,23000만원,30000만원,05 LG 2차 1라운드 3순위,05LG
75154,클리어,26,1973년 08월 21일,외야수(우투우타),178cm/86kg,미국 발란스고-LG,,,,
75155,왈론드,30,1976년 11월 07일,투수(좌투좌타),183cm/89kg,미국 캔자스대-LG,,,05 LG 자유선발,10두산
75156,마테오,56,1978년 02월 10일,외야수(우투우타),182cm/95kg,도미니카 트린튼대,,,,
75164,이윤호,38,1982년 11월 04일,내야수(우투우타),180cm/74kg,속초상고-한양대,,,,
75174,박가람,13,1986년 11월 07일,내야수(우투우타),176cm/72kg,(서부리틀)-영남중-성남고,,,,
75230,랜들,30,1977년 02월 15일,투수(우투우타),184cm/82kg,미국 루이스앤클락주립대,,,,
75236,이윤호,36,1986년 07월 10일,내야수(우투좌타),188cm/86kg,신흥초-충남중-대전고,,,,
75238,윤형관,38,1982년 04월 29일,외야수(좌투좌타),182cm/73kg,전주고-대불대,,,,
75244,이호성,83,1986년 08월 15일,내야수(우투우타),189cm/98kg,청구초-자양중-휘문고,,,,
75245,스미스,45,1969년 10월 21일,투수(우투우타),185cm/85kg,미국 인디애나주립대,,,,
75250,박정배,32,1982년 04월 01일,투수(우투우타),180cm/85kg,공주중동초-공주중-공주고-한양대-두산,,,05 두산 2차 6라운드 41순위,05두산
75253,김하람,66,1986년 09월 11일,내야수(우투우타),180cm/73kg,인창초-인창중-인창고,,,,
75255,김명제,27,1987년 01월 05일,투수(우투우타),187cm/95kg,학동초-휘문중-휘문고-(디지털대),,,05 두산 1차,
75258,금민철,58,1986년 11월 07일,투수(좌투좌타),181cm/87kg,부천북초-부천중-동산고-(한국디지털대)-두산-넥센,4500만원,15000만원,05 두산 2차 4라운드 26순위,05두산
75259,강관식,29,1981년 04월 12일,투수(좌투좌타),177cm/65kg,공주고-성균관대,,,,
75261,서동환,32,1986년 03월 27일,투수(우투우타),185cm/90kg,초량초-개성중-신일고-두산,,,05 두산 2차 1라운드 2순위,05두산
75266,윤승균,66,1983년 01월 07일,외야수(우투우타),184cm/79kg,수유초-신일중-신일고-홍익대,,,,
75268,조현근,11,1985년 11월 21일,투수(좌투좌타),184cm/74kg,본리초-경복중-대구상원고-두산-삼성-경찰,,,05 두산 2차 2라운드 10순위,05두산
75307,차화준,14,1986년 03월 20일,내야수(우투좌타),180cm/82kg,동천초-경주중-경주고-현대-우리-넥센-NC,,,05 현대 2차 1라운드 8순위,05현대
75321,손승락,1,1982년 03월 04일,투수(우투우타),187cm/99kg,내당초-경상중-대구고-영남대-현대-경찰-넥센,,,01 현대 2차 3라운드 25순위,05현대
75324,캘러웨이,33,1975년 05월 13일,투수(우투우타),185cm/90kg,미국 미시시피대,,,,
75326,김기남,84,1982년 07월 15일,(우투우타),185cm/86kg,석교초-세광중-세광고-원광대-현대-경찰-한화,,,,05현대
75333,서튼,70,1970년 05월 14일,(좌투좌타),180cm/79kg,미국 Illinois(대)-현대-KIA,,,05 현대 자유선발,05현대
75334,오재일,36,1986년 10월 29일,내야수(좌투좌타),187cm/95kg,인창초(구리리틀)-구리인창중-야탑고-현대-상무-히어로즈-넥센,8000만원,47000만원,05 현대 2차 3라운드 24순위,05현대
75340,전유수,31,1986년 11월 29일,투수(우투좌타),185cm/95kg,여고초-사직중-경남상고-현대-우리-히어로즈-경찰-넥센-SK,1500만원,10000만원,05 현대 2차 8라운드 58순위,05현대
75342,이보근,47,1986년 04월 30일,투수(우투우타),187cm/90kg,봉천초-강남중-서울고-(방송통신대)-현대-우리-히어로즈-넥센-키움,5000만원,20000만원,05 현대 2차 5라운드 39순위,05현대
75344,허준,28,1981년 07월 20일,포수(우투우타),182cm/97kg,미양초-청량중-덕수정보고-연세대-현대-우리-히어로즈-넥센-NC,,,01 현대 2차 6라운드 44순위,05현대
75347,오성민,11,1985년 11월 06일,투수(우투우타),181cm/84kg,구암초-마산중-김해고-현대-우리-SK-두산,,,05 현대 2차 4라운드 32순위,05현대
75349,김동현,49,1986년 12월 28일,투수(우투우타),184cm/96kg,포철공고,,,,
75356,이상우,56,1981년 08월 13일,투수(우투우타),cm/kg,광주제일고-인하대,,,,
75392,유덕형,66,1984년 05월 26일,내야수(우투우타),cm/kg,인창고-제주관광대,,,,
75404,유용목,40,1986년 06월 10일,내야수(우투우타),178cm/80kg,노암초-경포중-강릉고-삼성-KIA-경찰,,,05 삼성 2차 4라운드 29순위,08KIA
75414,박재민,14,1982년 02월 08일,내야수(우투우타),182cm/82kg,청주기공고-인하대,,,,
75419,김현중,117,1986년 08월 16일,내야수(우투우타),180cm/90kg,충암초-성남중-성남고,,,,
75421,오승환,21,1982년 07월 15일,투수(우투우타),178cm/93kg,도신초-우신중-경기고-단국대,18000만원,120000만원,05 삼성 2차 1라운드 5순위,05삼성
75424,곽동훈,37,1981년 07월 13일,투수(우투우타),178cm/83kg,감천초-대신중-부산공고-대불대,,,05 삼성 2차 5라운드 36순위,
75427,백준영,41,1982년 05월 18일,투수(좌투좌타),182cm/88kg,율하초-경상중-경북고-영남대,,,,
75429,바르가스,29,1977년 02월 22일,투수(우투우타),183cm/90kg,도미니카 인디오산타페고,,,,
75441,조영훈,79,1982년 11월 12일,(좌투좌타),185cm/90kg,영랑초-설악중-속초상고-건국대-삼성-경찰-삼성-KIA-NC,,,01 삼성 2차 2라운드 11순위,05삼성
75442,손승현,32,1982년 07월 08일,포수(우투우타),185cm/92kg,영랑초-설악중-속초상고-인하대,,,01 삼성 2차 6라운드 43순위,09넥센
75443,하리칼라,58,1971년 07월 15일,투수(우투우타),188cm/85kg,미국 플로리다 애틀랜틱대,,,,
75444,해크먼,44,1974년 10월 06일,투수(우투우타),194cm/89kg,미국 콜럼부스고,,,,
75458,강유삼,58,1981년 07월 25일,투수(우투우타),190cm/100kg,서원초-세광중-세광고-경희대,,,,
75461,김명규,0,1981년 03월 03일,내야수(우투우타),178cm/71kg,원주고-경희대,,,,
75462,최재현,15,1986년 03월 23일,외야수(좌투좌타),175cm/75kg,광주제일고,,,,
75464,박성훈,17,1982년 09월 19일,투수(좌투좌타),188cm/97kg,노암초-경포중-강릉고-한양대-삼성,,,01 삼성 2차 4라운드 27순위,05삼성
75465,박병일,65,1985년 06월 27일,투수(우투우타),177cm/83kg,상원고,,,,
75500,코야마,00,1970년 08월 28일,(우투우타),168cm/75kg,일본 템플대,,,,10삼성코치
75504,김진석,4,1986년 03월 29일,내야수(우투우타),177cm/67kg,부산상고,,,,
75523,최혁권,23,1985년 01월 16일,투수(좌투좌타),183cm/75kg,남정초-홍은중-경동고-(영남사이버대)-롯데-경찰,,,05 롯데 2차 3라운드 17순위,
75537,조정훈,37,1985년 05월 03일,투수(우투우타),189cm/104kg,양덕초-마산중-용마고-(영남사이버대),,,05 롯데 2차 1라운드 1순위,05롯데
75539,이재율,28,1986년 05월 28일,투수(우언우타),177cm/81kg,재송초(부산마린스리틀)-대천중-부산고-롯데-상무,,,05 롯데 1차,
75551,펠로우,51,1973년 08월 28일,외야수(우투우타),184cm/95kg,미국 아칸사스대,,,,
75553,문왕식,43,1982년 08월 11일,투수(좌투좌타),178cm/88kg,효천고-동의대,,,,
75554,이동훈,85,1981년 12월 25일,(우투우타),174cm/88kg,청구초-홍은중-한서고-동의대-롯데-상무-롯데,,,05 롯데 2차 7라운드 47순위,
75560,김범석,60,1982년 10월 04일,내야수(우투좌타),177cm/79kg,덕수정보고-대불대,,,,
75563,황준영,2,1982년 03월 11일,내야수(우투우타),178cm/83kg,감천초-대동중-경남고-경성대,,,,
75566,이원석,16,1986년 10월 21일,내야수(우투우타),182cm/82kg,학강초-광주동성중-광주동성고-(세민디지털대)-롯데-두산-상무-두산,13000만원,30000만원,05 롯데 2차 2라운드 9순위,05롯데
75567,윤현기,67,1985년 06월 26일,내야수(우투우타),175cm/70kg,한서고,,,,
75570,이종우,70,1982년 04월 27일,투수(우투우타),187cm/95kg,청원고-중앙대,,,,
75571,이준휘,51,1986년 10월 30일,투수(우투우타),184cm/83kg,부산고,,,,
75580,카토,80,1949년 12월 20일,(우투우타),175cm/78kg,일본 요시하라고,,,,
75608,최훈락,72,1982년 05월 12일,(좌투좌타),189cm/82kg,부천신흥초-부천중-부천고-단국대-KIA-경찰,,,05 KIA 2차 3라운드 22순위,05KIA
75612,송산,42,1982년 07월 02일,포수(우투우타),180cm/86kg,수영초-대천중-경남상고-단국대,,,01 해태 2차 5라운드 38순위,05KIA
75613,이기남,13,1981년 06월 04일,투수(좌투좌타),175cm/75kg,청원고-홍익대,,,,
75620,윤석민,24,1986년 07월 24일,투수(우투우타),185cm/90kg,구리초(구리리틀)-구리인창중-야탑고,,,05 KIA 2차 1라운드 6순위,05KIA
75635,이범석,04,1985년 12월 29일,투수(우투우타),180cm/74kg,온양온천초-온양중-청주기공고,,,05 KIA 2차 2라운드 14순위,05KIA
75640,백정훈,40,1982년 06월 24일,포수(우투우타),180cm/86kg,동성고-성균관대,,,,
75648,임성민,48,1982년 06월 18일,외야수(우투우타),186cm/85kg,마산상고-경성대,,,,
75653,블랭크,53,1976년 04월 05일,투수(좌투좌타),187cm/85kg,미국 텍사스 A&M대,,,,
75659,그레이싱어,59,1975년 07월 29일,투수(우투우타),190cm/90kg,미국 버지니아대,,,,
75662,김정수,43,1986년 03월 15일,내야수(좌투좌타),187cm/95kg,수유초-신일중-청원고,,,,
75663,차정민,17,1982년 11월 23일,투수(우언우타),181cm/82kg,명성초-부산중-부산상고-동아대-KIA-경찰,,,01 해태 2차 10라운드 79순위,05KIA
75668,곽정철,96,1986년 03월 14일,(우투우타),186cm/97kg,송정동초-무등중-광주제일고-KIA,,,05 KIA 1차,05KIA
75705,백승룡,74,1982년 08월 16일,(우투우타),180cm/83kg,사직초(부산극동리틀)-사직중-경남상고-경성대-한화-넥센,,,01 한화 2차 5라운드 37순위,05한화
75706,전현태,030,1986년 07월 09일,내야수(우투좌타),184cm/90kg,서울이수초-대치중-부산고-한화-경찰-한화,,,05 한화 2차 2라운드 12순위,05한화
75728,윤현민,28,1985년 04월 15일,외야수(우투양타),184cm/82kg,청원고,,,,
75730,윤근영,15,1986년 05월 07일,투수(좌투좌타),185cm/89kg,대전유천초-한밭중-대전고-한화,,,05 한화 1차,05한화
75734,스미스,34,1970년 05월 07일,외야수(우투우타),188cm/100kg,미국 USC대,,,,
75736,오재필,8,1982년 07월 27일,외야수(우투우타),181cm/83kg,중동초-공주중-공주고-한양대-한화,,,01 한화 2차 12라운드 93순위,05한화
75739,김동영,36,1985년 04월 02일,외야수(우투좌타),180cm/78kg,수영초-대동중-부산상고,,,05 한화 2차 4라운드 28순위,
75750,양훈,51,1986년 05월 29일,투수(우투우타),192cm/103kg,영랑초-설악중-속초상고-(영남사이버대)-한화-경찰-한화,,,05 한화 2차 1라운드 4순위,05한화
75757,조태훈,57,1982년 10월 12일,투수(우투우타),183cm/80kg,배재고-연세대,,,,
75762,정희상,43,1982년 08월 13일,외야수(우투좌타),183cm/85kg,청구초-충암중-중앙고-단국대-한화-상무,,,05 한화 육성선수,
75763,서민욱,45,1982년 01월 09일,투수(우언우타),187cm/90kg,백산초-양천중-청주기공고-동아대,,,,
75764,문형천,64,1982년 10월 12일,투수(우투우타),186cm/78kg,유신고-중앙대,,,,
75799,조성민,86,1973년 04월 05일,(우투우타),194cm/110kg,둔촌초-신일중-신일고-고려대-한화,,,,
75804,원태진,4,1985년 05월 18일,내야수(우투우타),182cm/80kg,경기고,,,,
75808,정근우,8,1982년 10월 02일,내야수(우투우타),172cm/80kg,성북초(부산동래마린스리틀)-부산동성중-부산고-고려대-SK-한화,14000만원,35000만원,05 SK 2차 1라운드 7순위,05SK
75819,최준원,19,1982년 05월 17일,투수(좌투좌타),180cm/75kg,유신고-동국대,,,,
75828,크루즈,28,1972년 09월 13일,투수(우투우타),184cm/84kg,도미니카 리세오고,,,,
75830,차바치,31,1977년 09월 05일,투수(우투우타),188cm/99kg,미국 쿠츠타운대,,,,
75831,산체스,31,1974년 10월 11일,투수(좌투좌타),179cm/80kg,도미니카 니자오반니고,,,,
75832,김동규,14,1986년 06월 15일,내야수(우투좌타),180cm/78kg,장충고,,,,
75843,권덕준,65,1987년 01월 20일,투수(우투우타),177cm/75kg,가동초-경포중-한서고,,,,
75847,최정,14,1987년 02월 28일,내야수(우투우타),180cm/90kg,대일초-평촌중-유신고,30000만원,120000만원,05 SK 1차,05SK
75848,장찬,48,1985년 06월 12일,투수(우투우타),183cm/75kg,경북고,,,,
75852,김선규,52,1986년 04월 20일,투수(우언우타),185cm/94kg,순천북초-이수중-효천고-SK-LG,,,05 SK 2차 4라운드 31순위,05SK
75853,전준호,13,1986년 07월 23일,투수(우투우타),183cm/73kg,진흥고,,,05 SK 2차 7라운드 51순위,05SK
75859,김태환,59,1985년 03월 30일,투수(우투우타),182cm/79kg,청원고,,,,
75861,홍성수,61,1982년 02월 05일,투수(우투우타),186cm/83kg,서울고-탐라대,,,,
75867,김진성,55,1985년 03월 07일,투수(우투우타),186cm/92kg,인헌초-성남중-성남서고-SK,,16000만원,04 SK 2차 6라운드 42순위,05SK
76100,이병규,16,1983년 10월 09일,외야수(좌투좌타),178cm/90kg,율하초-경상중-경북고-한양대-LG,,5000만원,06 LG 육성선수,06LG
76118,원종현,46,1987년 07월 31일,투수(우언우타),182cm/83kg,군산중앙초-군산중-군산상고-LG-경찰,11000만원,26000만원,06 LG 2차 2라운드 11순위,06LG
76119,김기표,49,1983년 04월 25일,투수(우언우타),185cm/84kg,길동초-경원중-경기고-경성대-LG,,,06 LG 1차,06LG
76120,베로커,20,1977년 08월 06일,투수(우투우타),193cm/110kg,미국 루이스클락주립대,,,,
76140,신창호,44,1987년 03월 18일,투수(우투우타),180cm/97kg,남정초-중앙중-경동고-LG,,,06 LG 2차 1라운드 3순위,06LG
76146,윤동건,54,1987년 03월 04일,투수(우투우타),178cm/85kg,영랑초-설악중-속초상고,,,06 LG 2차 3라운드 19순위,
76154,텔레마코,54,1974년 01월 19일,투수(우투우타),184cm/100kg,도미니카 라노마나고,,,,
76156,아이바,56,1972년 05월 04일,투수(우투우타),183cm/88kg,도미니카 바니고,,,,
76158,최승준,,1988년 01월 11일,내야수(우투우타),188cm/88kg,인천서림초-동산중-동산고-LG-SK,5000만원,4000만원,06 LG 2차 7라운드 51순위,06LG
76164,박영주,64,1987년 08월 26일,투수(우투우타),186cm/91kg,신곡초-경원중-휘문고,,,,
76165,김영롱,54,1988년 02월 10일,투수(좌투좌타),192cm/92kg,숭의초-상인천중-인천고,,,06 LG 2차 5라운드 35순위,
76168,민경재,68,1983년 04월 14일,투수(우투우타),181cm/79kg,경남고-단국대,,,,
76169,김회권,63,1986년 04월 10일,투수(우언우타),177cm/76kg,온양온천초-온양중-북일고-(영남사이버대)-LG-한화,,,,
76199,카라이어,99,1977년 12월 21일,투수(우투좌타),188cm/93kg,미국 벨뷰고,,,,
76220,홍병오,20,1985년 03월 08일,투수(우투우타),178cm/76kg,서울고-송원대,,,,
76225,김건국,42,1988년 02월 02일,투수(우투우타),179cm/85kg,한서초(서부리틀)-청량중-덕수정보고-두산-KT,13000만원,5400만원,06 두산 2차 1라운드 6순위,06두산
76231,이승엽,10,1982년 11월 28일,내야수(우투좌타),184cm/90kg,대저초-동성중-부산고-중앙대,,,,
76232,양의지,25,1987년 06월 05일,포수(우투우타),179cm/85kg,송정동초-무등중-진흥고-두산-경찰-두산,3000만원,200000만원,06 두산 2차 8라운드 59순위,06두산
76234,유상우,34,1987년 10월 15일,내야수(우투우타),175cm/70kg,효천고,,,,
76235,박진원,56,1987년 03월 17일,외야수(좌투좌타),178cm/70kg,수유초-신일중-신일고-두산,,,,
76240,정재훈,40,1981년 05월 06일,투수(우투우타),180cm/80kg,중대초-배명중-배명고-단국대,,,,
76249,민병헌,3,1987년 03월 10일,외야수(우투우타),178cm/87kg,화곡초-잠신중-덕수고-두산-경찰-두산,12000만원,125000만원,06 두산 2차 2라운드 14순위,06두산
76253,송영찬,53,1988년 02월 03일,내야수(우투좌타),175cm/77kg,경북고,,,,
76257,박성남,57,1987년 12월 20일,투수(우투우타),185cm/89kg,동성고,,,,
76262,원용묵,43,1986년 06월 25일,투수(좌투좌타),187cm/96kg,강남초-성남중-청원고-(대불대)-두산-상무-두산,,,05 두산 육성선수,06두산
76267,최주환,53,1988년 02월 28일,내야수(우투좌타),178cm/73kg,학강초-광주동성중-광주동성고-두산-상무,6000만원,27000만원,06 두산 2차 6라운드 46순위,06두산
76290,김현수,22,1988년 01월 12일,외야수(우투좌타),188cm/100kg,쌍문초-신일중-신일고-두산,,130000만원,06 두산 육성선수,06두산
76291,송승민,91,1983년 05월 08일,내야수(우투우타),179cm/83kg,무학초-동중-마산고-연세대,,,,
76304,신현철,30,1987년 11월 02일,내야수(우투우타),179cm/81kg,대일초-평촌중-유신고-현대-넥센-SK,,,06 현대 2차 5라운드 40순위,06현대
76313,황재균,10,1987년 07월 28일,내야수(우투우타),183cm/96kg,사당초-서울이수중-경기고-현대-우리-히어로즈-넥센-롯데,6000만원,120000만원,06 현대 2차 3라운드 24순위,06현대
76322,유선정,10,1986년 08월 21일,포수(우투우타),178cm/88kg,동천초-성광중-대구상원고-(방송통신대)-현대,,,06 현대 2차 6라운드 48순위,06현대
76325,강정호,16,1987년 04월 05일,내야수(우투우타),183cm/96kg,화정초-무등중-광주제일고-(남부대)-현대-우리-히어로즈-넥센,,,06 현대 2차 1라운드 8순위,06현대
76329,이현승,48,1983년 10월 11일,투수(좌투좌타),179cm/87kg,서화초-대헌중-동산고-인하대-현대-우리-히어로즈-두산-상무,18000만원,40000만원,02 현대 2차 3라운드 26순위,06현대
76338,장태종,38,1983년 03월 08일,투수(우투우타),183cm/88kg,성동초-배명중-한서고-경희대-현대,,,02 현대 2차 5라운드 42순위,08넥센
76349,김기식,37,1982년 01월 10일,투수(우언우타),188cm/92kg,서림초-동산중-동산고-영남대,,,,
76350,김세현,10,1987년 08월 07일,투수(우투우타),188cm/104kg,도신초-우신중-덕수정보고-현대-우리-히어로즈-넥센-KIA,10000만원,12000만원,06 현대 2차 2라운드 16순위,06현대
76355,장원삼,19,1983년 06월 09일,투수(좌투좌타),181cm/81kg,사파초-창원신월중-용마고-경성대-현대-우리-히어로즈-삼성-LG,25000만원,3000만원,02 현대 2차 11라운드 89순위,06현대
76357,조용훈,33,1987년 10월 29일,투수(우언좌타),184cm/79kg,화곡초-성남중-성남고-현대-우리-히어로즈-상무-넥센,,,06 현대 2차 4라운드 32순위,06현대
76360,조순권,60,1983년 10월 28일,투수(우투우타),175cm/87kg,관산초-안산중앙중-유신고-한양대,,,,
76363,김동진,63,1986년 04월 22일,투수(우투우타),190cm/89kg,사직초-사직중-부경고,,,,
76368,유재신,33,1987년 11월 21일,외야수(우투우타),179cm/74kg,사직초(부산롯데마린스리틀)-사직중-북일고-현대-우리-히어로즈-경찰-넥센,3000만원,4700만원,06 현대 2차 7라운드 56순위,06현대
76393,박민주,72,1987년 07월 23일,투수(우언우타),188cm/100kg,수유초-신일중-야탑고-현대-넥센,,,07 현대 육성선수,07현대
76400,고관성,00,1987년 08월 23일,투수(좌투좌타),182cm/82kg,주엽고,,,,
76404,황선일,34,1987년 02월 17일,외야수(좌투좌타),187cm/90kg,군산중앙초-군산중-군산상고-LG-상무-LG,,,06 LG 2차 4라운드 27순위,06LG
76410,세라노,10,1976년 05월 09일,투수(우투우타),178cm/83kg,미국 뉴멕시코대,,,,
76418,정홍준,18,1983년 05월 25일,투수(우투우타),184cm/94kg,옥산초-성광중-경북고-영남대,,,02 삼성 2차 9라운드 72순위,
76429,브라운,29,1977년 03월 31일,투수(우투우타),188cm/91kg,미국 메리디언 주니어대-삼성,,,,
76430,김상수,24,1988년 01월 02일,투수(우투우타),180cm/88kg,신자초(자이언츠리틀)-자양중-신일고-(방송통신대)-삼성-넥센-상무-넥센,13000만원,30000만원,06 삼성 2차 2라운드 15순위,06삼성
76435,이여상,7,1984년 02월 01일,내야수(우투우타),183cm/85kg,감천초-대동중-부산공고-동국대-삼성-한화,,,06 삼성 육성선수,07삼성
76443,현철민,78,1987년 04월 23일,(우투우타),177cm/90kg,가동초-잠신중-덕수정보고-삼성-KIA-경찰,,,04 삼성 2차 8라운드 60순위,08KIA
76446,박세웅,46,1982년 08월 05일,내야수(우투우타),175cm/75kg,휘문고-계명대,,,,
76449,서남석,49,1986년 04월 08일,투수(좌투좌타),180cm/75kg,충암고,,,,
76453,장준환,53,1987년 05월 21일,외야수(우투우타),181cm/77kg,동성고,,,,
76454,김효남,40,1983년 03월 26일,투수(우투우타),183cm/95kg,흥무초-경주중-경주고-건국대-삼성-상무-삼성-LG,,,06 삼성 1차 ,06삼성
76455,차우찬,23,1987년 05월 31일,투수(좌투좌타),185cm/80kg,군산초-군산남중-군산상고-(대구사이버대)-삼성,15000만원,100000만원,06 삼성 2차 1라운드 7순위,06삼성
76456,박정현,56,1982년 08월 09일,내야수(우투우타),175cm/75kg,배재고-단국대,,,,
76457,김현준,57,1983년 01월 10일,투수(우투우타),183cm/77kg,대구상고-탐라대,,,,
76459,양영동,87,1983년 07월 16일,(좌투좌타),173cm/70kg,수유초-청원중-청원고-홍익대-삼성-경찰-LG,,,06 삼성 육성선수,08경찰
76460,이상민,60,1983년 09월 05일,투수(좌투좌타),180cm/86kg,공주고-중앙대,,,,
