,Unnamed: 0,선수명: ,등번호: ,생년월일: ,포지션: ,신장/체중: ,경력: ,입단 계약금: ,연봉: ,지명순위: ,입단년도: 
727,63938,해커,0.0,1983년 03월 26일,투수(우투우타),185cm/104kg,미국 Duncanville(고)-NC,,,13 NC 자유선발,13NC
728,63939,찰리,11.0,1985년 10월 25일,투수(우투우타),190cm/93kg,미국 네브래스카대-NC,,,13 NC 자유선발,13NC
729,63940,아담,40.0,1987년 12월 09일,투수(좌투좌타),188cm/82kg,미국 캘리포니아주립대-NC,,,,
730,63944,이준평,22.0,1990년 07월 23일,투수(우투우타),184cm/86kg,구지초-언북중-경기고-건국대,,,13 NC 육성선수,
731,63950,장현식,28.0,1995년 02월 24일,투수(우투우타),181cm/91kg,신도초-서울이수중-서울고-NC-경찰,15000만원,11000만원,13 NC 1라운드 9순위,13NC
732,63959,임정호,38.0,1990년 04월 16일,투수(좌투좌타),188cm/90kg,성동초-잠신중-신일고-성균관대-NC-상무,7000만원,9200만원,13 NC 3라운드 30순위 ,13NC
733,63960,이상민,111.0,1990년 11월 04일,투수(좌투좌타),180cm/85kg,남도초(수성리틀)-대구중-경북고-동의대-NC-넥센-경찰-넥센-키움,4000만원,3200만원,13 NC 7라운드 66순위,13NC
734,63961,윤호솔,59.0,1994년 07월 15일,투수(우투우타),183cm/99kg,온양온천초-온양중-북일고-NC,60000만원,2900만원,13 NC 우선지명,13NC
735,63963,권희동,36.0,1990년 12월 30일,외야수(우투우타),177cm/85kg,동천초-경주중-경주고-경남대-NC-상무,3000만원,13500만원,13 NC 9라운드 84순위,13NC
736,63967,박으뜸,33.0,1990년 06월 14일,외야수(우투좌타),176cm/70kg,서원초-세광중-세광고-경남대-NC-상무,,,13 NC 특별 21순위,13NC
737,63968,구본욱,68.0,1990년 05월 05일,내야수(우투우타),183cm/88kg,수창초-경상중-경북고-성균관대,,,,
738,63969,장동우,69.0,1988년 06월 21일,내야수(우투좌타),185cm/94kg,가동초-잠신중-경기고-한양대,,,13 NC 10라운드 85순위,13NC
739,63970,임제우,96.0,1990년 12월 05일,내야수(우투우타),176cm/77kg,중앙초-부산중-경남고-경남대,,,13 NC 육성선수,
740,63973,강동호,73.0,1990년 03월 26일,투수(좌투좌타),178cm/83kg,사파초-대신중-경남고-동의대,,,,
741,63978,이기본,78.0,1987년 04월 25일,(),175cm/85kg,계림고-동국대,,,,
742,63990,정연창,90.0,1982년 12월 08일,(),177cm/84kg,덕벌초-청주중-청석고-한남대,,,,
743,63991,박진우,30.0,1990년 02월 12일,투수(우언우타),180cm/83kg,남부민초-대신중-부경고-건국대-NC-두산-경찰,,16000만원,13 NC 육성선수,15NC
744,63992,이태초,92.0,1991년 06월 22일,포수(우투좌타),174cm/90kg,이수초-배명중-배명고-송원대,,,,
745,63994,김성호,94.0,1990년 07월 30일,내야수(우투좌타),182cm/77kg,순천북초-온양중-북일고-동의대,,,,
746,63997,김건우,97.0,1990년 04월 06일,투수(우투우타),188cm/85kg,칠성초-경복중-대구고-성균관대,,,,
747,64000,김재곤,,1990년 03월 03일,외야수(우투좌타),cm/kg,서울고-경희대,,,,
748,64001,고영표,1.0,1991년 09월 16일,투수(우언우타),187cm/88kg,광주대성초-광주동성중-화순고-동국대,,,14 KT 2차 1라운드 10순위,14KT
749,64002,아라가키,18.0,,투수(),cm/kg,,,,,
750,64003,오카모토,48.0,,투수(),cm/kg,,,,,
751,64004,김민혁,53.0,1995년 11월 21일,외야수(우투좌타),181cm/71kg,광주서석초-배재중-배재고-KT-상무,6000만원,9000만원,14 KT 2차 6라운드 56순위,14KT
752,64005,바리오스,67.0,,투수(),cm/kg,,,,,
753,64006,심우준,2.0,1995년 04월 28일,내야수(우투우타),183cm/75kg,송정동초-언북중-경기고,13000만원,13000만원,14 KT 2차 특별 14순위,14KT
754,64007,문상철,25.0,1991년 04월 06일,내야수(우투우타),184cm/85kg,중대초-잠신중-배명고-고려대-KT-상무,13000만원,4000만원,14 KT 2차 특별 11순위,14KT
755,64008,토보,139.0,,투수(),cm/kg,,,,,
756,64009,호소야마다,125.0,,포수(),cm/kg,,,,,
757,64010,야기,128.0,,포수(),cm/kg,,,,,
758,64011,안승한,5.0,1992년 01월 25일,포수(우투우타),177cm/89kg,남정초-선린중-충암고-동아대,13000만원,3700만원,14 KT 2차 특별 12순위,14KT
759,64012,송민섭,12.0,1991년 08월 02일,외야수(우투우타),177cm/80kg,청파초(안산리틀)-선린중-선린인터넷고-단국대-KT-상무,,4700만원,14 KT 육성선수,15KT
760,64013,이지찬,51.0,1991년 08월 19일,내야수(우투우타),174cm/70kg,옥산초-대구중-경북고-경성대-KT-경찰,,,14 KT 2차 8라운드 76순위,14KT
761,64014,김병희,14.0,1990년 12월 06일,내야수(우투우타),180cm/82kg,창영초-신흥중-동산고-동국대,13000만원,3000만원,14 KT 2차 특별 13순위,14KT
762,64015,박주환,15.0,1991년 02월 14일,투수(좌투좌타),182cm/83kg,성동초-신일중-신일고-고려대,,,14 KT 육성선수,
763,64016,하리모토,131.0,,포수(),cm/kg,,,,,
764,64017,심재민,34.0,1994년 02월 18일,투수(좌투좌타),182cm/92kg,장유초(김해엔젤스리틀)-개성중-개성고-(전남과학대),,,14 KT 우선지명,14KT
765,64018,우에바야시,51.0,,내야수(),cm/kg,,,,,
766,64019,오오타키,129.0,,내야수(),cm/kg,,,,,
767,64020,마이크,20.0,1984년 09월 14일,투수(우투우타),199cm/99kg,미국 빌라노바대,,,14 KT 자유선발,
768,64021,박세웅,32.0,1995년 11월 30일,투수(우투우타),181cm/78kg,대구경운초-경운중-경북고-KT,20000만원,11000만원,14 KT 1차,14KT
769,64022,안중열,37.0,1995년 09월 01일,포수(우투우타),174cm/85kg,가야초-개성중-부산고-(영남사이버대)-KT-롯데-상무,13000만원,5100만원,14 KT 2차 특별 15순위,14KT
770,64023,김성윤,17.0,1991년 06월 15일,외야수(좌투좌타),178cm/78kg,율하초-대구중-대구상원고-동의대,,,14 KT 2차 3라운드 35순위,14KT
771,64024,칸노,130.0,,내야수(),cm/kg,,,,,
772,64025,소네,69.0,,내야수(),cm/kg,,,,,
773,64026,마츠토미,142.0,,내야수(),cm/kg,,,,,
774,64027,장현진,27.0,1991년 08월 19일,내야수(우투우타),179cm/84kg,부천북초-부천중-부천고-성균관대,,,14 KT 2차 9라운드 95순위,14KT
775,64028,이시카와,138.0,,투수(),cm/kg,,,,,
776,64029,류희운,29.0,1995년 06월 19일,투수(우투우타),191cm/103kg,천안남산초-천안북중-북일고,32000만원,3500만원,14 KT 우선지명,14KT
777,64031,황석호,31.0,1991년 01월 09일,내야수(우투우타),173cm/77kg,옥산초-경복중-상원고-고려대,,,14 KT 육성선수,
778,64036,허정민,36.0,1991년 06월 06일,투수(우투좌타),184cm/84kg,사당초-영동중-서울고-홍익대,,,14 KT 육성선수,
779,64041,안현준,49.0,1995년 03월 23일,투수(우언우타),187cm/85kg,내덕초-청주중-세광고,7000만원,3200만원,14 KT 2차 4라운드 36순위,14KT
780,64044,최현철,44.0,1991년 04월 05일,내야수(우투좌타),186cm/88kg,희망대초-성일중-서울고-고려대,,,14 KT 육성선수,
781,64045,이범정,99.0,1995년 05월 13일,투수(우투우타),183cm/92kg,봉천초-강남중-선린인터넷고,,2700만원,14 KT 육성선수,
782,64047,조현우,59.0,1994년 03월 30일,투수(좌투좌타),182cm/79kg,군산중앙초-군산중-군산상고-(전남과학대)-KT-롯데,10000만원,3000만원,14 KT 2차 2라운드 16순위,14KT
783,64049,시스코,51.0,1983년 01월 13일,투수(좌투좌타),208cm/102kg,미국 이스트레이크고-KT,,,14 KT 자유선발,14KT
784,64051,이영준,64.0,1991년 10월 10일,투수(좌투좌타),184cm/100kg,영일초-영남중-덕수고-단국대-KT-넥센,5000만원,5500만원,14 KT 2차 7라운드 75순위,14KT
785,64055,양형진,55.0,1991년 07월 12일,투수(우투우타),190cm/103kg,숭의초-신흥중-인천고-세한대-KT-롯데-상무,,,14 KT 2차 5라운드 55순위,14KT
786,64058,이호준,58.0,1990년 07월 17일,투수(좌투좌타),188cm/83kg,본리초-경복중-상원고-연세대,,,14 KT 육성선수,
787,64059,안상민,28.0,1991년 03월 04일,외야수(좌투좌타),181cm/82kg,하단초-대동중-경남고-동국대,,,14 KT 자유선발,
788,64063,강혜성,63.0,1989년 05월 03일,투수(우투우타),180cm/79kg,삼성초-내동중-속초상고,,,14 KT 육성선수,
789,64064,조경민,64.0,1991년 08월 01일,내야수(우투우타),176cm/72kg,연촌초(도봉리틀)-배명중-배명고-경희대,,,14 KT 육성선수,
790,64066,윤영윤,66.0,1987년 10월 20일,내야수(우투우타),177cm/79kg,서림초-동산중-제물포고-원광대,,,14 KT 육성선수,
791,64067,이상원,67.0,1989년 10월 04일,외야수(우투우타),180cm/76kg,대성초-동성중-동성고-건국대,,,14 KT 육성선수,
792,64068,유영현,68.0,1991년 04월 03일,외야수(우투좌타),185cm/84kg,이수초-홍은중-덕수고-한양대,,,14 KT 육성선수,
793,64075,박재현,74.0,1974년 02월 08일,(우투우타),179cm/86kg,대구옥산초-경복중-경북고-계명대,,,,14KT코치
794,64077,오키,74.0,1961년 01월 05일,(우투우타),178cm/79kg,일본 마츠하마초-일본 마츠하마중-일본 마츠야마상고-일본 메이지대,,,,
795,64083,델로자리오,26.0,1985년 10월 16일,투수(우언우타),185cm/85kg,도미니카 엘세이보고,,,,
796,64084,웨이테,34.0,1987년 02월 09일,투수(우투우타),189cm/100kg,마이애미,,,,
797,64085,채기영,1.0,1995년 09월 01일,외야수(우투좌타),180cm/70kg,봉천초-선린중-선린인터넷고,,,15 한화 육성선수,15한화
798,64086,신성현,5.0,1990년 10월 19일,내야수(우투우타),183cm/92kg,가동초-덕수중-일본 교토고쿠사이고-한화,,4800만원,15 한화 육성선수,09히로시마
799,64087,정유철,118.0,1988년 11월 16일,내야수(우투양타),173cm/70kg,구암초-강남중-선린인터넷고-계명대-고양,,,15 한화 육성선수,
800,64088,이용래,88.0,1967년 12월 28일,(우투우타),177cm/96kg,대일고-신구대,,,,
801,64089,정영,87.0,1987년 05월 08일,(우투좌타),182cm/90kg,휘문고-신구대,,,,14경찰코치
802,64090,이용균,4.0,1988년 09월 02일,내야수(우투우타),177cm/70kg,청원고-홍익대,,,,
803,64091,홍권민,37.0,1995년 11월 13일,포수(우투우타),183cm/80kg,원주고,,,,
804,64092,정규식,104.0,1990년 06월 17일,포수(우투좌타),178cm/80kg,희망대초-성일중-일본 교토고쿠사이고-일본 오사카가쿠인대,,,15 LG 2차 4라운드 37순위,15LG
805,64093,홍성혁,16.0,1990년 02월 17일,투수(우언우타),180cm/81kg,효천고,,,,
806,64094,산플레어,31.0,1984년 10월 05일,투수(좌투좌타),180cm/87kg,LA다저스,,,,
807,64095,강우찬,55.0,1990년 10월 25일,투수(우투우타),190cm/95kg,장충고-중앙대,,,,
808,64096,강태훈,44.0,1988년 12월 03일,투수(우투우타),180cm/84kg,인천고,,,,
809,64097,알바라데호,43.0,1982년 10월 30일,투수(우투우타),197cm/129kg,마이애미,,,,
810,64098,최민국,29.0,1995년 08월 05일,투수(우투우타),182cm/86kg,진흥고,,,,
811,64099,강대진,26.0,1988년 04월 10일,투수(우투우타),181cm/85kg,제물포고-서울문화예술대,,,,
812,64100,박재욱,42.0,1995년 12월 06일,포수(우투우타),180cm/92kg,부산수영초-부산중-개성고-LG-경찰,3000만원,3500만원,14 LG 2차 10라운드 103순위,14LG
813,64101,한석현,58.0,1994년 05월 17일,외야수(좌투좌타),181cm/73kg,후암초-대천중-경남고,5000만원,2700만원,14 LG 2차 5라운드 48순위,20LG
814,64107,오세민,112.0,1995년 05월 14일,투수(우투우타),186cm/83kg,부산대연초-부산중-경남고,,,14 LG 2차 8라운드 83순위,14LG
815,64108,한규현,108.0,1991년 12월 03일,포수(우투우타),183cm/87kg,도곡초-휘문중-인창고-한양대,,,14 LG 육성선수,
816,64109,김정택,106.0,1992년 10월 19일,투수(우투우타),190cm/90kg,학동초-강남중-신일고-(세계사이버대),,,14 LG 2차 9라운드 88순위,14LG
817,64110,이주호,7.0,1991년 06월 06일,포수(우투우타),183cm/93kg,화정초-충장중-광주제일고-인하대,,,14 LG 육성선수,14LG
818,64111,이지훈,111.0,1991년 01월 07일,투수(우투우타),184cm/95kg,길동초-배명중-배명고-문예대,,,14 LG 육성선수,
819,64112,고석찬,112.0,1990년 06월 07일,외야수(우투좌타),173cm/85kg,도산초-군산중-군산상고-호원대,,,14 LG 육성선수,
820,64115,장준원,43.0,1995년 11월 21일,내야수(우투우타),183cm/77kg,경운초(김해리틀)-개성중-경남고,10000만원,3400만원,14 LG 2차 2라운드 23순위,14LG
821,64117,양원혁,14.0,1991년 07월 21일,내야수(우투좌타),174cm/71kg,인천숭의초-동인천중-인천고-인하대-LG-경찰,,,14 LG 육성선수,14LG
822,64123,마데이,81.0,1985년 08월 12일,(우투우타),187cm/102kg,미국 웨스토샤 센트럴고,,,,
823,64136,티포드,36.0,1984년 05월 15일,투수(좌투좌타),183cm/75kg,미국 조지아서던대-LG,,,14 LG 자유선발,
824,64153,양석환,53.0,1991년 07월 15일,내야수(우투우타),185cm/90kg,백운초-신일중-신일고-동국대-LG-상무,9000만원,16000만원,14 LG 2차 3라운드 28순위,14LG
825,64154,조쉬벨,0.0,1986년 11월 13일,내야수(우투양타),190cm/104kg,미국 산타루세스대-LG,,,14 LG 자유선발,
826,64155,임지섭,51.0,1995년 09월 06일,투수(좌투좌타),189cm/100kg,포철서초-창원신월중-제주고-LG-상무,,,14 LG 1차,14LG
827,64157,리오단,57.0,1986년 05월 25일,투수(우투우타),193cm/90kg,미국 포드햄대-LG,,,14 LG 자유선발,
828,64158,스나이더,25.0,1982년 05월 25일,외야수(좌투좌타),192cm/96kg,미국 볼주립대-LG-넥센,,,,
829,64164,류형우,0.0,1995년 05월 07일,내야수(우투우타),182cm/72kg,서화초-재능중-제물포고,6000만원,3200만원,14 LG 2차 4라운드 43순위,19LG
830,64166,배정대,27.0,1995년 06월 12일,외야수(우투우타),185cm/80kg,도신초-성남중-성남고-(디지털문예대)-LG-KT-경찰,15000만원,4800만원,14 LG 2차 1라운드 3순위,14LG
831,64187,조윤성,102.0,1991년 05월 07일,외야수(우투우타),187cm/95kg,신용산초(용산리틀)-자양중-경기고-고려대,,,14 LG 2차 7라운드 68순위,
832,64198,진재혁,11.0,1995년 03월 09일,투수(우투우타),185cm/103kg,동자초-건대부중-선린인터넷고,5000만원,2700만원,14 LG 2차 6라운드 63순위,20두산
833,64202,정은재,102.0,1991년 12월 31일,투수(우투우타),192cm/92kg,화곡초-덕수중-선린인터넷고,,,,
834,64203,칸투,3.0,1982년 01월 30일,내야수(우투우타),192cm/92kg,미국 레이노사고-두산,,,14 두산 자유선발,
835,64204,홍영현,11.0,1991년 01월 07일,투수(우투우타),189cm/87kg,갈산초-신월중-배명고-동국대,,,14 두산 육성선수,16두산
836,64205,윤기백,96.0,1990년 09월 29일,투수(우투우타),190cm/100kg,본리초-경운중-상원고-영남대,,,14 두산 육성선수,
837,64206,김영은,106.0,1988년 09월 27일,투수(우투좌타),188cm/92kg,청구초-성남중-경동고-한양대-두산,,,14 두산 육성선수,
838,64207,유지훈,107.0,1991년 10월 23일,내야수(우투양타),168cm/65kg,교문초(구리리틀)-구리인창중-구리인창고-한양대,,,14 두산 육성선수,
839,64209,정기훈,95.0,1995년 02월 18일,내야수(우투좌타),184cm/78kg,광주화정초-충장중-광주제일고,6000만원,2700만원,14 두산 2차 5라운드 52순위,20한화
840,64213,최용제,12.0,1991년 07월 12일,포수(우투우타),182cm/90kg,서울도곡초-서울이수중-진흥고-홍익대-두산-상무,,2800만원,14 두산 육성선수,16두산
841,64214,심형석,96.0,1995년 03월 03일,외야수(우투우타),185cm/92kg,봉천초(용산리틀)-선린중-선린인터넷고,,,14 두산 2차 7라운드 72순위,
842,64219,마야,19.0,1981년 08월 28일,투수(우투우타),183cm/92kg,쿠바 파하르도대-두산,,,14 두산 자유선발,14두산
843,64230,볼스테드,30.0,1986년 09월 23일,투수(우투우타),207cm/104kg,미국 팜비치 가든고-두산,,,14 두산 자유선발,
844,64244,최형록,44.0,1989년 08월 23일,내야수(우투우타),180cm/98kg,군산초-군산중-군상상고,,,14 두산 2차 8라운드 79순위,07미네소타
845,64255,한주성,99.0,1995년 02월 26일,투수(우투우타),184cm/90kg,영랑초-자양중-덕수고,27000만원,2800만원,14 두산 1차,14두산
846,64259,최병욱,113.0,1989년 06월 02일,투수(우투우타),181cm/88kg,동천초-경주중-경주고-동국대,,,14 두산 2차 1라운드 7순위,14두산
847,64260,김경호,55.0,1995년 07월 31일,외야수(우투좌타),180cm/68kg,희망대초-매송중-야탑고-두산,3000만원,2900만원,14 두산 2차 6라운드 59순위,14두산
848,64266,이성곤,55.0,1992년 03월 25일,외야수(우투좌타),186cm/93kg,성동초-잠실중-경기고-연세대-두산-경찰-두산,10000만원,3500만원,14 두산 2차 3라운드 32순위,14두산
849,64267,전용훈,67.0,1995년 03월 20일,투수(우투우타),182cm/75kg,길동초-건대부중-덕수고-두산-경찰,12000만원,2800만원,14 두산 2차 2라운드 19순위,14두산
850,64282,토시유키,82.0,1958년 07월 04일,(우투우타),178cm/88kg,일본 니이하마상고,,,,
851,64288,문진제,14.0,1991년 08월 01일,내야수(우투좌타),183cm/79kg,광주서림초-광주동성중-광주동성고-원광대,,,14 두산 2차 9라운드 92순위,14두산
852,64294,김종원,94.0,1991년 07월 26일,내야수(우투우타),181cm/81kg,백마초-성남중-성남고-동의대,,,14 두산 육성선수,
853,64300,김하성,7.0,1995년 10월 17일,내야수(우투우타),179cm/78kg,부천북초-부천중-야탑고-넥센,10000만원,55000만원,14 넥센 2차 3라운드 29순위,14넥센
854,64301,김형문,100.0,1991년 03월 21일,내야수(우투좌타),183cm/88kg,강남초-자양중-인창고-경성대,,,14 넥센 육성선수,
855,64302,로티노,2.0,1980년 04월 07일,외야수(우투우타),183cm/86kg,미국 위스콘신 라크로스대-넥센,,,14 넥센 자유선발,
856,64312,이용하,12.0,1995년 05월 03일,내야수(우투우타),185cm/90kg,인헌초-이수중-성남고,,,14 넥센 2차 6라운드 62순위,14넥센
857,64340,임지열,34.0,1995년 08월 22일,외야수(우투우타),180cm/90kg,대전신흥초-건대부중-덕수고-넥센-경찰,11000만원,2700만원,14 넥센 2차 2라운드 22순위,14넥센
858,64346,임병욱,0.0,1995년 09월 30일,외야수(우투좌타),185cm/84kg,수원신곡초-배명중-덕수고-넥센,20000만원,8800만원,14 넥센 1차,14넥센
859,64350,하영민,55.0,1995년 05월 07일,투수(우투우타),180cm/68kg,광주수창초-진흥중-진흥고-넥센,,,14 넥센 2차 1라운드 4순위,14넥센
860,64354,구자형,54.0,1990년 11월 30일,투수(우투우타),188cm/88kg,내발산초-신월중-경동고-동의대,,,14 넥센 2차 4라운드 42순위,14넥센
861,64376,안영태,87.0,1978년 01월 30일,(),170cm/78kg,낙생초-낙생중-낙생고-신구대,,,,14넥센코치
862,64391,박병훈,97.0,1991년 10월 01일,투수(우투우타),181cm/83kg,도신초-강남중-유신고-세한대,,,14 넥센 2차 5라운드 49순위,14넥센
863,64394,김광영,94.0,1991년 07월 22일,외야수(우투우타),185cm/85kg,남산초-천안북중-북일고-동아대,,,14 넥센 2차 7라운드 69순위,
864,64395,이재림,95.0,1995년 09월 16일,투수(우투우타),184cm/90kg,영일초-영남중-공주고,,,14 넥센 2차 9라운드 89순위,
865,64396,김윤환,96.0,1995년 11월 20일,투수(우투우타),181cm/71kg,안산중앙초-평촌중-인천고,,,14 넥센 2차 10라운드 102순위,16넥센
866,64397,우준석,97.0,1992년 07월 19일,내야수(우투우타),180cm/89kg,역삼초-이수중-배명고-영동대,,,14 넥센 육성선수,
867,64398,정윤기,98.0,1991년 06월 24일,포수(우투우타),183cm/90kg,희성초-평촌중-제물포고-경성대,,,14 넥센 육성선수,
868,64399,이희웅,99.0,1990년 11월 13일,투수(우투우타),180cm/90kg,옥산초-대구중-대구고-고려대,,,14 넥센 육성선수,
869,64400,박제윤,67.0,1990년 07월 27일,투수(우투우타),186cm/98kg,석천초-원주중-원주고-경남대,,,14 삼성 2차 3라운드 34순위,15삼성
870,64401,전경환,101.0,1994년 12월 04일,투수(좌투좌타),180cm/75kg,옥산초(영남리틀)-대구중-경북고,,,14 삼성 육성선수,
871,64403,김희준,103.0,1991년 06월 11일,내야수(우투우타),176cm/73kg,길동초-건대부중-충운고-세한대,,,14 삼성 육성선수,
872,64407,김호재,8.0,1995년 05월 31일,내야수(우투우타),178cm/72kg,서울도곡초-서울이수중-장충고,,4000만원,14 삼성 육성선수,18삼성
873,64409,백종헌,109.0,1991년 03월 04일,투수(우투우타),185cm/87kg,공주중동초-동인천중-북일고-동의대,,,14 삼성 육성선수,
874,64410,백승민,24.0,1990년 07월 09일,내야수(좌투좌타),184cm/78kg,남도초-경상중-대구상원고-영남대,3000만원,4500만원,14 삼성 2차 10라운드 97순위,18삼성
875,64411,이인승,111.0,1991년 03월 14일,투수(우투우타),188cm/90kg,수영초-경남중-경남고-동아대,,,14 삼성 육성선수,
876,64430,마틴,30.0,1983년 01월 02일,투수(우투우타),193cm/101kg,미국 버로우스고-삼성,,,14 삼성 자유선발,
877,64440,나바로,12.0,1987년 10월 31일,내야수(우투우타),183cm/93kg,도미니카-삼성,,,14 삼성 자유선발,14삼성
878,64462,안규현,40.0,1995년 11월 30일,투수(우투우타),184cm/79kg,갈산초-양천중-덕수고-삼성-경찰,,,14 삼성 2차 1라운드 9순위,14삼성
879,64464,이수민,23.0,1995년 09월 11일,투수(좌투좌타),180cm/94kg,대구도산초-구미중-대구상원고-삼성-상무,20000만원,2700만원,14 삼성 1차,14삼성
880,64468,박계범,14.0,1996년 01월 11일,내야수(우투우타),178cm/72kg,순천북초-순천이수중-효천고-삼성-상무,11000만원,5500만원,14 삼성 2차 2라운드 17순위,14삼성
881,64469,송준석,52.0,1994년 05월 04일,외야수(좌투좌타),176cm/78kg,서울청구초-배명중-장충고,9000만원,4000만원,13 삼성 4라운드 32순위,14삼성
882,64492,김희석,63.0,1990년 02월 25일,포수(우투우타),179cm/75kg,창영초(부평싱싱리틀)-재능중-제물포고-성균관대,,,14 삼성 2차 8라운드 77순위,14삼성
883,64493,최선호,59.0,1991년 12월 12일,외야수(좌투좌타),179cm/70kg,사근초(동부리틀)-건대부중-장충고-동의대,5000만원,3800만원,14 삼성 2차 7라운드 74순위,15삼성
884,64495,배진선,119.0,1991년 01월 01일,투수(좌투좌타),178cm/76kg,부곡초-동성중-동성고-원광대,,,14 삼성 2차 4라운드 37순위,14삼성
885,64496,홍유상,93.0,1990년 03월 20일,투수(우투우타),182cm/91kg,노암초-인천대헌중-제물포고-성균관대,,,14 삼성 2차 9라운드 94순위,14삼성
886,64498,구준범,54.0,1995년 03월 18일,투수(좌투좌타),175cm/68kg,서울학동초-대치중-배명고,6000만원,2800만원,14 삼성 2차 6라운드 57순위,16삼성
887,64499,김재현,0.0,1991년 08월 30일,내야수(우투우타),176cm/73kg,홍파초(도봉구리틀)-건대부중-배명고-한양대-삼성-경찰,6000만원,5500만원,14 삼성 2차 5라운드 54순위,14삼성
888,64500,정세현,100.0,1995년 05월 01일,내야수(좌투좌타),186cm/99kg,서당초-사직중-개성고,,,14 롯데 육성선수,
889,64501,배성근,2.0,1995년 04월 27일,내야수(우투우타),181cm/76kg,본리초-경상중-울산공고,7000만원,3200만원,14 롯데 2차 4라운드 40순위,19롯데
890,64502,신승철,66.0,1991년 04월 11일,외야수(우투우타),185cm/90kg,대연초-부산중-개성고-성균관대,,,14 롯데 육성선수,
891,64504,오윤석,4.0,1992년 02월 24일,내야수(우투우타),180cm/87kg,화중초-자양중-경기고-연세대-롯데-상무,,4000만원,14 롯데 육성선수,15롯데
892,64507,권태양,107.0,1995년 12월 21일,투수(우투우타),185cm/90kg,관산초-매송중-북일고,,,14 롯데 2차 8라운드 80순위,
893,64511,이상준,111.0,1995년 03월 07일,외야수(좌투좌타),175cm/88kg,중앙초-부산중-부산고,,,14 롯데 2차 10라운드 100순위,
894,64553,히메네스,53.0,1982년 05월 07일,내야수(좌투좌타),192cm/127kg,베네수엘라-롯데,,,14 롯데 자유선발,
895,64554,문동욱,15.0,1992년 01월 07일,투수(우투좌타),187cm/90kg,광주수창초-광주동성중-광주동성고-건국대-롯데,15000만원,3200만원,14 롯데 2차 1라운드 6순위,14롯데
896,64557,신원재,44.0,1991년 07월 17일,외야수(우투우타),184cm/97kg,남도초-경상중-대구고-영남대-롯데,,,14 롯데 2차 5라운드 51순위,14롯데
897,64560,이창진,13.0,1991년 03월 04일,외야수(우투우타),173cm/85kg,신도초-동인천중-인천고-건국대-롯데-KT-상무-KT,5000만원,8500만원,14 롯데 2차 6라운드 60순위,14롯데
898,64565,이인복,35.0,1991년 06월 18일,투수(우투우타),187cm/94kg,희망대초-성일중-서울고-연세대-롯데-경찰,12000만원,3000만원,14 롯데 2차 2라운드 20순위,14롯데
899,64569,김준용,42.0,1991년 08월 15일,포수(우투우타),182cm/86kg,신곡초-수원북중-유신고-중앙대,,,14 롯데 육성선수,
900,64573,강경선,73.0,1990년 12월 16일,외야수(우투좌타),179cm/85kg,역삼초-이수중-동성고-중앙대,,,14 롯데 육성선수,
901,64578,모토니시,78.0,1962년 05월 15일,(우투우타),174cm/85kg,일본 나가사키 케이호고,,,,
902,64580,김재열,11.0,1996년 01월 02일,투수(우투우타),183cm/97kg,양정초-개성중-부산고,3000만원,2700만원,14 롯데 2차 7라운드 71순위,
903,64590,마상우,90.0,1993년 07월 25일,내야수(우투우타),183cm/95kg,축현초-대헌중-인천고-영동대,,,14 롯데 2차 9라운드 91순위,
904,64594,심규범,54.0,1991년 09월 04일,투수(좌투좌타),180cm/84kg,창도초-청원중-청원고-경희대-롯데-NC-경찰,,,14 롯데 2차 3라운드 31순위,14롯데
905,64596,김유영,55.0,1994년 05월 02일,투수(좌투좌타),180cm/80kg,양정초-개성중-경남고-롯데-상무,20000만원,6200만원,14 롯데 1차,14롯데
906,64601,박세민,101.0,1991년 05월 16일,내야수(우투좌타),177cm/90kg,교문초-청원중-청원고-동국대,,,14 KIA 육성선수,
907,64602,이은총,66.0,1991년 04월 16일,외야수(우투좌타),173cm/75kg,하단초-경남중-경남고-동아대,,2900만원,14 KIA 육성선수,14KIA
908,64606,우경삼,106.0,1991년 08월 15일,외야수(우투좌타),181cm/75kg,양재초-대치중-청원고-원광대-KIA,,,14 KIA 육성선수,
909,64607,손성곤,5.0,1987년 07월 12일,포수(우투우타),177cm/89kg,성동초-설악중-속초상고-탐라대,,,14 KIA 육성선수,
910,64610,강한울,1.0,1991년 09월 12일,내야수(우투좌타),181cm/66kg,사당초-중앙중-안산공고-원광대-KIA-삼성-상무,14000만원,15500만원,14 KIA 2차 1라운드 5순위,14KIA
911,64612,정정환,2.0,1991년 07월 09일,투수(좌투좌타),171cm/85kg,부곡초-선린중-선린인터넷고-인하대,,,14 KIA 육성선수,
912,64613,박서준,21.0,1991년 09월 12일,투수(우투우타),185cm/94kg,방배초-청원중-청원고-연세대,11000만원,2900만원,14 KIA 2차 2라운드 21순위,14KIA
913,64614,서명지,114.0,1988년 08월 10일,투수(우투우타),183cm/85kg,율하초-경상중-상원고-계명대,,,14 KIA 육성선수,
914,64615,차명진,58.0,1995년 03월 03일,투수(우투우타),188cm/104kg,순천북초-순천이수중-효천고,25000만원,3600만원,14 KIA 1차,14KIA
915,64640,김지훈,11.0,1992년 04월 16일,투수(우투우타),181cm/89kg,하단초-마산중-마산고-동강대,,,14 KIA 2차 3라운드 30순위,14KIA
